idCrime,dataCrime,numeroArtigo,lugarCrime,descricaoCrime,marcaCelular
440,19/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
825,01/01/2020,157,GUARUJA,ROUBO (ART. 157) - TRANSEUNTE,APPLE
1439,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - INTERIOR DE VEICULO,APPLE
880,31/12/2019,157,POA,ROUBO (ART. 157) - VEICULO,SAMSUNG
107,12/01/2018,155,PRESIDENTE PRUDENTE,,
201,30/04/2018,,OSASCO,ROUBO (ART. 157) - OUTROS,SAMSUNG
310,05/01/2018,157,TABOAO DA SERRA,,SAMSUNG
309,04/01/2018,157,SAO BERNARDO DO CAMPO,,SAMSUNG
820,01/01/2020,157,UBATUBA,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
1445,03/01/2021,157,FERRAZ DE VASCONCELOS,ROUBO (ART. 157) - OUTROS,ASUS
695,31/08/2019,,,ROUBO (ART. 157) - OUTROS,SAMSUNG
567,26/01/2019,155,ILHABELA,FURTO (ART. 155) - OUTROS,SAMSUNG
76,30/11/2018,155,,,SAMSUNG
137,12/01/2018,155,JALES,FURTO (ART. 155) - INTERIOR ESTABELECIMENTO,
92,30/11/2018,155,AVANHANDAVA,,SAMSUNG
689,09/01/2019,,,ROUBO (ART. 157) - OUTROS,SAMSUNG
1310,30/11/2021,155,SAO PAULO,FURTO QUALIFICADO (ART. 155) - INTERIOR DE VEICULO,APPLE
1450,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,SAMSUNG
73,29/11/2018,155,,,MOTOROLA
543,02/01/2019,155,BARRINHA,FURTO (ART. 155) - RESIDENCIA,SAMSUNG
56,12/01/2018,155,,FURTO (ART. 155) - TRANSEUNTE,ASUS
544,27/01/2019,155,SAO PAULO,FURTO (ART. 155) - INTERIOR ESTABELECIMENTO,APPLE
1452,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,LG
16,30/11/2018,155,SAO BERNARDO DO CAMPO,FURTO (ART. 155) - OUTROS,SAMSUNG
1412,03/01/2021,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,SAMSUNG
344,05/01/2018,157,SAO PAULO,ROUBO (ART. 157) - VEICULO,ASUS
275,30/04/2018,157,CAMPINAS,,IPHONE
162,30/11/2018,155,SAO PAULO,FURTO (ART. 155) - OUTROS,
1162,29/11/2021,155,OSASCO,FURTO (ART. 155) - OUTROS,SAMSUNG
713,30/08/2019,157,PIRACICABA,ROUBO (ART. 157) - VEICULO,
1353,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,ASUS
955,31/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
612,30/08/2019,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,APPLE
1356,28/02/2021,157,GUARUJA,ROUBO (ART. 157) - VEICULO,SAMSUNG
1422,03/01/2021,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,SAMSUNG
375,05/01/2018,157,HORTOLANDIA,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
797,28/12/2019,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,MOTOROLA
606,31/08/2019,157,COTIA,ROUBO (ART. 157) - VEICULO,MOTOROLA
311,30/04/2018,157,SAO PAULO,,MOTOROLA
940,01/01/2020,157,PRAIA GRANDE,ROUBO (ART. 157) - OUTROS,SAMSUNG
1182,16/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
358,29/04/2018,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
74,30/11/2018,155,,,MOTOROLA
973,29/08/2020,147,SAO PAULO,AMEACA (ART. 147),
452,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
248,30/04/2018,157,SAO PAULO,,SAMSUNG
64,28/11/2018,155,,FURTO (ART. 155) - INTERIOR ESTABELECIMENTO,MOTOROLA
1008,20/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,ASUS
496,30/01/2019,155,CAJATI,FURTO (ART. 155) - ESTABELECIMENTO COMERCIAL,MOTOROLA
542,30/01/2019,155,ILHA SOLTEIRA,FURTO (ART. 155) - OUTROS,MOTOROLA
12,30/11/2018,157,PIRAJUI,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
998,29/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,XIAOMI
1161,30/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
621,31/08/2019,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,MOTOROLA
1344,30/11/2021,155,CAMPINAS,FURTO (ART. 155) - OUTROS,MOTOROLA
942,31/12/2019,157,SAO PAULO,ROUBO (ART. 157) - RESIDENCIA,SAMSUNG
44,30/11/2018,155,,FURTO (ART. 155) - OUTROS,SAMSUNG
827,01/01/2020,,,,
176,12/01/2018,,ARARAS,FURTO (ART. 155) - TRANSEUNTE,MOTOROLA
84,30/11/2018,155,SAO PAULO,,SAMSUNG
501,30/01/2019,155,SANTO ANDRE,FURTO (ART. 155) - OUTROS,MOTOROLA
1140,09/01/2020,155,PEDERNEIRAS,FURTO (ART. 155) - OUTROS,SAMSUNG
267,30/04/2018,157,TABOAO DA SERRA,,APPLE
799,31/12/2019,157,OSASCO,ROUBO (ART. 157) - OUTROS,MOTOROLA
1048,28/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
957,31/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
1256,30/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
932,31/12/2019,157,SANTO ANDRE,ROUBO (ART. 157) - RESIDENCIA,SAMSUNG
61,12/01/2018,155,,FURTO QUALIFICADO (ART. 155) - ESTABELECIMENTO COMERCIAL,SAMSUNG
53,29/11/2018,155,,FURTO (ART. 155) - OUTROS,APPLE
312,05/01/2018,157,SAO PAULO,,SAMSUNG
1505,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
425,30/01/2019,155,ASSIS,FURTO QUALIFICADO (ART. 155) - RESIDENCIA,APPLE
35,30/11/2018,155,CAIEIRAS,FURTO (ART. 155) - OUTROS,SAMSUNG
937,31/12/2019,157,MONGAGUA,ROUBO (ART. 157) - OUTROS,SAMSUNG
456,21/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
538,25/12/2018,155,RIBEIRAO PRETO,FURTO QUALIFICADO (ART. 155) - RESIDENCIA,APPLE
144,29/11/2018,155,SAO PAULO,FURTO (ART. 155) - OUTROS,
1530,03/01/2021,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,MOTOROLA
260,30/04/2018,157,SAO PAULO,,APPLE
1150,31/08/2020,155,BARUERI,FURTO (ART. 155) - INTERIOR ESTABELECIMENTO,SAMSUNG
848,01/01/2020,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
1437,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,OUTROS
1191,30/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
1212,30/11/2021,155,SAO JOSE DO RIO PRETO,FURTO (ART. 155) - OUTROS,APPLE
516,31/01/2019,155,OSASCO,FURTO (ART. 155) - OUTROS,SAMSUNG
763,31/08/2019,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,ASUS
1156,30/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
687,31/08/2019,,,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
523,31/01/2019,155,JAGUARIUNA,FURTO (ART. 155) - OUTROS,ALCATEL
1305,28/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
1223,30/11/2021,155,SAO PAULO,FURTO (ART. 155) - TRANSEUNTE,MOTOROLA
858,01/01/2020,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
936,01/01/2020,157,SANTOS,ROUBO (ART. 157) - OUTROS,OUTROS
48,29/11/2018,155,,FURTO (ART. 155) - OUTROS,SAMSUNG
9,30/11/2018,155,PIRAJUI,FURTO (ART. 155) - TRANSEUNTE,MOTOROLA
1194,30/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
1494,25/02/2021,157,SAO PAULO,ROUBO (ART. 157) - VEICULO,LG
484,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
1070,29/08/2020,155,ITAQUAQUECETUBA,FURTO (ART. 155) - OUTROS,MOTOROLA
605,31/08/2019,157,COTIA,ROUBO (ART. 157) - VEICULO,MOTOROLA
933,31/12/2019,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,OUTROS
1288,30/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
382,17/01/2019,155,SAO PAULO,FURTO (ART. 155) - TRANSEUNTE,MOTOROLA
526,02/01/2019,155,SAO PAULO,FURTO (ART. 155) - INTERIOR TRANSPORTE COLETIVO,SAMSUNG
246,30/04/2018,157,SAO PAULO,,LG
291,05/01/2018,157,EMBU-GUACU,,CUBOT
566,02/01/2019,155,ILHA COMPRIDA,FURTO (ART. 155) - OUTROS,LG
94,30/11/2018,155,SAO PAULO,,SAMSUNG
199,29/11/2018,,ITAPECERICA DA SERRA,FURTO QUALIFICADO (ART. 155) - RESIDENCIA,MOTOROLA
1094,29/08/2020,155,CAPAO BONITO,FURTO (ART. 155) - OUTROS,OUTROS
26,26/11/2018,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
779,31/12/2019,157,,,APPLE
845,01/01/2020,,,,
1296,28/11/2021,155,OSASCO,FURTO (ART. 155) - OUTROS,SAMSUNG
693,31/08/2019,,,ROUBO (ART. 157) - OUTROS,APPLE
394,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
1442,25/02/2021,157,ITANHAEM,ROUBO (ART. 157) - INTERIOR ESTABELECIMENTO,MOTOROLA
1238,30/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
594,31/08/2019,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,SAMSUNG
468,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
117,12/01/2018,147,SAO JOAQUIM DA BARRA,,
1335,26/11/2021,,,,SAMSUNG
672,09/01/2019,,,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
343,30/04/2018,157,DIADEMA,ROUBO (ART. 157) - INTERIOR DE VEICULO,SAMSUNG
888,01/01/2020,157,ARACATUBA,ROUBO (ART. 157) - OUTROS,SAMSUNG
701,30/08/2019,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
882,31/12/2019,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,APPLE
1488,03/01/2021,157,BATATAIS,ROUBO (ART. 157) - CONDOMINIO RESIDENCIAL,XIAOMI
454,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
1466,25/02/2021,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,LG
602,31/08/2019,157,OSASCO,ROUBO (ART. 157) - INTERIOR DE VEICULO,MOTOROLA
1104,31/08/2020,155,SAO PAULO,FURTO QUALIFICADO (ART. 155) - INTERIOR ESTABELECIMENTO,SAMSUNG
1373,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
1471,28/02/2021,157,,,LG
563,30/01/2019,155,TUPA,FURTO (ART. 155) - RESIDENCIA,NOKIA
1145,31/08/2020,155,CAMPINAS,FURTO (ART. 155) - OUTROS,APPLE
531,31/01/2019,155,BRAGANCA PAULISTA,FURTO (ART. 155) - OUTROS,MOTOROLA
1321,12/01/2021,,,,APPLE
947,01/01/2020,157,GUARUJA,ROUBO (ART. 157) - OUTROS,SAMSUNG
460,31/01/2018,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
1262,30/11/2021,155,CAMPINAS,FURTO (ART. 155) - OUTROS,XIAOMI
1244,27/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
1332,30/11/2021,,,,SAMSUNG
174,30/11/2018,,IBITINGA,FURTO (ART. 155) - TRANSEUNTE,MOTOROLA
1013,31/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
1124,28/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
314,05/01/2018,157,SAO PAULO,,SAMSUNG
241,30/04/2018,,,,
159,29/11/2018,155,SAO PAULO,FURTO (ART. 155) - COLETIVO,
206,30/04/2018,,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
927,01/01/2020,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
1506,28/02/2021,157,ITAQUAQUECETUBA,ROUBO (ART. 157) - VEICULO,SAMSUNG
801,31/12/2019,157,TAUBATE,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
824,01/01/2010,157,SAO PAULO,ROUBO (ART. 157) - VEICULO,SAMSUNG
124,30/11/2018,155,SAO JOSE DOS CAMPOS,,SAMSUNG
1185,30/11/2021,155,SAO PAULO,FURTO QUALIFICADO (ART. 155) - INTERIOR DE VEICULO,APPLE
555,31/01/2019,155,SAO BERNARDO DO CAMPO,FURTO (ART. 155) - INTERIOR ESTABELECIMENTO,SAMSUNG
1517,25/02/2021,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,LG
337,05/01/2018,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
1050,13/08/2020,155,VOTUPORANGA,FURTO (ART. 155) - OUTROS,MOTOROLA
760,31/08/2019,157,VINHEDO,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
599,31/08/2019,157,CARAPICUIBA,ROUBO (ART. 157) - INTERIOR ESTABELECIMENTO,SAMSUNG
212,30/04/2018,,SAO PAULO,ROUBO (ART. 157) - VEICULO,MOTOROLA
432,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
1435,03/01/2021,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
1004,31/08/2020,155,FRANCISCO MORATO,FURTO (ART. 155) - TRANSEUNTE,SAMSUNG
974,29/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,
1158,30/11/2021,155,SAO PAULO,FURTO QUALIFICADO (ART. 155) - INTERIOR DE VEICULO,APPLE
739,09/01/2019,157,GUARULHOS,ROUBO (ART. 157) - OUTROS,
118,12/01/2018,155,SAO JOAQUIM DA BARRA,,LENOVO
812,01/01/2020,157,COTIA,ROUBO (ART. 157) - VEICULO,MOTOROLA
1327,12/01/2021,,,,MOTOROLA
682,31/08/2019,,,ROUBO (ART. 157) - OUTROS,APPLE
738,31/08/2019,157,DIADEMA,ROUBO (ART. 157) - OUTROS,
1152,09/01/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
1135,31/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
1173,24/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,ASUS
1234,09/01/2021,147,SAO PAULO,AMEACA (ART. 147),
1260,30/11/2021,155,SAO JOSE DOS CAMPOS,FURTO (ART. 155) - OUTROS,SAMSUNG
19,12/01/2018,155,SAO PAULO,FURTO (ART. 155) - INTERIOR DE VEICULO,SAMSUNG
958,27/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
1411,03/01/2021,157,CARAPICUIBA,ROUBO (ART. 157) - OUTROS,SONY
654,30/08/2019,157,COTIA,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
1071,09/01/2020,155,SAO BERNARDO DO CAMPO,FURTO (ART. 155) - OUTROS,MOTOROLA
1520,28/02/2021,157,JUNDIAI,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
885,31/12/2019,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
438,29/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
360,29/04/2018,157,GUARULHOS,ROUBO (ART. 157) - INTERIOR DE VEICULO,SAMSUNG
202,29/04/2018,,SAO PAULO,ROUBO (ART. 157) - OUTROS,LENOVO
850,31/12/2019,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,XIAOMI
509,02/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
890,01/01/2020,157,MONGAGUA,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
904,01/01/2020,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,MOTOROLA
443,02/01/2019,155,MARILIA,FURTO QUALIFICADO (ART. 155) - ESTABELECIMENTO COMERCIAL,OUTROS
1462,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,ASUS
413,30/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
1213,30/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
1523,03/01/2021,157,SAO PAULO,A.I.-ROUBO (ART. 157) - OUTROS,APPLE
113,30/11/2018,155,SAO PAULO,,MOTOROLA
465,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
1009,31/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
1210,30/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
645,31/08/2019,157,MOGI DAS CRUZES,ROUBO (ART. 157) - OUTROS,APPLE
1000,29/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
105,30/11/2018,155,SAO PAULO,,APPLE
489,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
1330,12/01/2021,,,,NOKIA
778,31/12/2019,158,,,
622,31/08/2019,129,ARTUR NOGUEIRA,LESAO CORPORAL (ART. 129),
506,30/01/2019,155,SANTO ANDRE,FURTO QUALIFICADO (ART. 155) - RESIDENCIA,SAMSUNG
720,31/08/2019,157,ITAQUAQUECETUBA,ROUBO (ART. 157) - TRANSEUNTE,
1502,03/01/2021,157,SAO PAULO,ROUBO (ART. 157) - INTERIOR DE VEICULO,SAMSUNG
390,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,ASUS
521,30/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
1451,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,APPLE
152,30/11/2018,155,SAO PAULO,FURTO (ART. 155) - OUTROS,
803,31/12/2019,157,DIADEMA,ROUBO (ART. 157) - VEICULO,LG
1367,28/02/2021,157,CAMPINAS,ROUBO (ART. 157) - VEICULO,XIAOMI

