603, 31/08/2019, 157, SANTO ANDRE, ROUBO (ART. 157) - OUTROS, SAMSUNG
894, 31/12/2019, 157, SANTO ANDRE, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
517, 27/01/2019, 155, FRANCO DA ROCHA, FURTO (ART. 155) - RESIDENCIA, MOTOROLA
1499, 28/02/2021, 157, PINDAMONHANGABA, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
191, 12/01/2018, NULO, DRACENA, FURTO (ART. 155) - OUTROS, XIAOMI
85, 29/11/2018, 155, TATUI, NULO, SAMSUNG
326, 30/04/2018, 157, SANTOS, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
231, 21/04/2018, NULO, NULO, NULO, NULO
584, 30/08/2019, 157, SANTO ANDRE, ROUBO (ART. 157) - OUTROS, SAMSUNG
1449, 03/01/2021, 157, SANTOS, ROUBO (ART. 157) - TRANSEUNTE, OUTROS
507, 31/01/2019, 155, CAMPINAS, FURTO (ART. 155) - OUTROS, MOTOROLA
698, 31/08/2019, NULO, NULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
534, 28/01/2019, 155, COSMOPOLIS, FURTO (ART. 155) - OUTROS, SAMSUNG
643, 31/08/2019, 157, SAO CRUZ DO RIO PARDO, ROUBO (ART. 157) - CARGA, SAMSUNG
65, 25/11/2018, 155, NULO, FURTO QUALIFICADO (ART. 155) - INTERIOR DE VEICULO, SAMSUNG
596, 31/08/2019, 157, EMBU DAS ARTES, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
343, 30/04/2018, 157, DIADEMA, ROUBO (ART. 157) - INTERIOR DE VEICULO, SAMSUNG
1045, 31/08/2020, 155, ARACATUBA, FURTO (ART. 155) - INTERIOR DE VEICULO, OUTROS
76, 30/11/2018, 155, NULO, NULO, SAMSUNG
1501, 23/02/2021, 157, SAO CRUZ DO RIO PARDO, ROUBO (ART. 157) - OUTROS, MOTOROLA
443, 02/01/2019, 155, MARILIA, FURTO QUALIFICADO (ART. 155) - ESTABELECIMENTO COMERCIAL, OUTROS
275, 30/04/2018, 157, CAMPINAS, NULO, IPHONE
1193, 28/11/2021, 155, JAGUARIUNA, FURTO (ART. 155) - OUTROS, XIAOMI
715, 09/01/2019, 157, GUARUJA, ROUBO (ART. 157) - TRANSEUNTE, NULO
731, 31/08/2019, 157, SOROCABA, ROUBO (ART. 157) - OUTROS, NULO
555, 31/01/2019, 155, SAO BERNARDO DO CAMPO, FURTO (ART. 155) - INTERIOR ESTABELECIMENTO, SAMSUNG
1473, 03/01/2021, 157, NULO, NULO, MOTOROLA
1056, 09/01/2020, 155, GUARATINGUETA, FURTO (ART. 155) - OUTROS, MOTOROLA
1478, 28/02/2021, 157, NULO, NULO, NULO
944, 01/01/2020, 157, SANTOS, ROUBO (ART. 157) - TRANSEUNTE, APPLE
41, 30/11/2018, 155, NULO, FURTO (ART. 155) - OUTROS, LG
309, 04/01/2018, 157, SAO BERNARDO DO CAMPO, NULO, SAMSUNG
493, 30/01/2019, 155, MOCOCA, FURTO (ART. 155) - RESIDENCIA, SAMSUNG
616, 30/08/2019, 157, VALINHOS, ROUBO (ART. 157) - OUTROS, SAMSUNG
171, 30/11/2018, NULO, SAO VICENTE, FURTO (ART. 155) - OUTROS, NULO
375, 05/01/2018, 157, HORTOLANDIA, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
1049, 09/01/2020, 155, MIRASSOL, FURTO (ART. 155) - OUTROS, SAMSUNG
936, 01/01/2020, 157, SANTOS, ROUBO (ART. 157) - OUTROS, OUTROS
98, 28/11/2018, 155, MARILIA, NULO, OUTROS
1163, 28/11/2021, 155, BARRETOS, FURTO (ART. 155) - OUTROS, SAMSUNG
1411, 03/01/2021, 157, CARAPICUIBA, ROUBO (ART. 157) - OUTROS, SONY
835, 01/01/2020, NULO, NULO, NULO, NULO
223, 30/04/2018, NULO, NULO, NULO, NULO
284, 30/04/2018, 157, RIBEIRAO PRETO, NULO, SAMSUNG
677, 31/08/2019, NULO, NULO, ROUBO (ART. 157) - OUTROS, APPLE
501, 30/01/2019, 155, SANTO ANDRE, FURTO (ART. 155) - OUTROS, MOTOROLA
919, 01/01/2020, 157, RIBEIRAO PRETO, ROUBO (ART. 157) - VEICULO, SAMSUNG
803, 31/12/2019, 157, DIADEMA, ROUBO (ART. 157) - VEICULO, LG
225, 30/04/2018, NULO, NULO, NULO, NULO
563, 30/01/2019, 155, TUPA, FURTO (ART. 155) - RESIDENCIA, NOKIA
1335, 26/11/2021, NULO, NULO, NULO, SAMSUNG
762, 09/01/2019, 157, FERRAZ DE VASCONCELOS, ROUBO (ART. 157) - TRANSEUNTE, LG
671, 31/08/2019, 157, GUARULHOS, ROUBO (ART. 157) - OUTROS, MOTOROLA
1115, 08/12/2020, 155, PRAIA GRANDE, FURTO (ART. 155) - TRANSEUNTE, SAMSUNG
6, 30/11/2018, 155, SAO JOSE DO RIO PRETO, FURTO (ART. 155) - ESTABELECIMENTO ENSINO, MOTOROLA
876, 31/12/2019, 157, SUZANO, ROUBO (ART. 157) - VEICULO, MICROSOFT
1180, 29/11/2021, 155, CACAPAVA, FURTO (ART. 155) - OUTROS, SAMSUNG
1166, 29/11/2021, 155, MAUA, FURTO (ART. 155) - OUTROS, XIAOMI
414, 30/01/2019, 155, SANTO ANDRE, FURTO (ART. 155) - OUTROS, APPLE
88, 30/11/2018, 155, SAO JOSE DOS CAMPOS, NULO, SAMSUNG
139, 30/11/2018, 155, OSASCO, FURTO (ART. 155) - OUTROS, NULO
1033, 27/08/2020, 155, ARAMINA, FURTO (ART. 155) - OUTROS, MULTILASER
769, 09/01/2019, 157, CAMPINAS, ROUBO (ART. 157) - OUTROS, LENOVO
1529, 28/02/2021, 157, GUARUJA, ROUBO (ART. 157) - OUTROS, OUTROS
291, 05/01/2018, 157, EMBU-GUACU, NULO, CUBOT
1503, 28/02/2021, 157, CACAPAVA, ROUBO (ART. 157) - VEICULO, MOTOROLA
1476, 26/02/2021, 157, NULO, NULO, SAMSUNG
1336, 12/01/2021, NULO, NULO, NULO, SAMSUNG
575, 31/01/2019, 155, GUARULHOS, FURTO QUALIFICADO (ART. 155) - INTERIOR ESTABELECIMENTO, SAMSUNG
1028, 31/08/2020, 155, SAO BERNARDO DO CAMPO, FURTO (ART. 155) - OUTROS, SAMSUNG
872, 22/12/2019, 157, FRANCISCO MORATO, ROUBO (ART. 157) - OUTROS, SAMSUNG
339, 05/01/2018, 157, CARAPICUIBA, ROUBO (ART. 157) - INTERIOR DE VEICULO, OUTROS
106, 12/01/2018, 155, TUPA, NULO, OUTROS
552, 30/01/2019, 155, SOROCABA, FURTO (ART. 155) - OUTROS, SAMSUNG
684, 09/01/2019, NULO, NULO, ROUBO (ART. 157) - OUTROS, MOTOROLA
77, 30/11/2018, 155, NULO, NULO, SAMSUNG
859, 31/12/2019, 157, GUARULHOS, ROUBO (ART. 157) - VEICULO, LG
802, 31/12/2019, 157, DIADEMA, ROUBO (ART. 157) - VEICULO, LG
1470, 03/01/2021, 157, BATATAIS, ROUBO (ART. 157) - CONDOMINIO RESIDENCIAL, XIAOMI
239, 29/04/2018, NULO, NULO, NULO, NULO
1286, 30/11/2021, 155, SANTOS, FURTO (ART. 155) - OUTROS, MOTOROLA
1134, 22/08/2020, 155, DIADEMA, FURTO (ART. 155) - OUTROS, MOTOROLA
44, 30/11/2018, 155, NULO, FURTO (ART. 155) - OUTROS, SAMSUNG
12, 30/11/2018, 157, PIRAJUI, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
512, 31/01/2019, 155, SANTO ANDRE, FURTO (ART. 155) - INTERIOR TRANSPORTE COLETIVO, MOTOROLA
330, 05/01/2018, 157, SANTOS, ROUBO (ART. 157) - OUTROS, SAMSUNG
317, 05/01/2018, 157, VOTUPORANGA, ROUBO (ART. 157) - TRANSEUNTE, BLU
588, 31/08/2019, 157, LOUVEIRA, ROUBO (ART. 157) - ESTABELECIMENTO COMERCIAL, MOTOROLA
787, 31/12/2019, 157, NULO, NULO, MOTOROLA
1044, 22/08/2020, 155, CAMPINAS, FURTO (ART. 155) - OUTROS, SAMSUNG
757, 31/08/2019, 157, SAO PEDRO, ROUBO (ART. 157) - RESIDENCIA, SAMSUNG
1459, 26/02/2021, 157, MOGI DAS CRUZES, ROUBO (ART. 157) - OUTROS, MOTOROLA
313, 05/01/2018, 157, MONGAGUA, NULO, LG
1017, 28/08/2020, 155, JAU, FURTO (ART. 155) - INTERIOR DE VEICULO, MOTOROLA
965, 28/08/2020, 155, DIADEMA, FURTO (ART. 155) - OUTROS, SAMSUNG
1075, 09/01/2020, 155, SAO VICENTE, FURTO (ART. 155) - OUTROS, SAMSUNG
11, 30/11/2018, 157, PIRAJUI, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
229, 30/04/2018, NULO, NULO, NULO, NULO
685, 09/01/2019, NULO, NULO, ROUBO (ART. 157) - TRANSEUNTE, APPLE
27, 30/11/2018, 155, OSASCO, FURTO (ART. 155) - OUTROS, SAMSUNG
831, 31/12/2019, NULO, NULO, NULO, NULO
1329, 12/01/2021, NULO, NULO, NULO, APPLE
174, 30/11/2018, NULO, IBITINGA, FURTO (ART. 155) - TRANSEUNTE, MOTOROLA
415, 31/01/2019, 155, JANDIRA, FURTO (ART. 155) - OUTROS, SAMSUNG
810, 31/12/2019, 157, DIADEMA, ROUBO (ART. 157) - OUTROS, SAMSUNG
13, 30/11/2018, 157, PIRAJUI, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
697, 31/08/2019, NULO, NULO, ROUBO (ART. 157) - APLICATIVO DE MOBILIDADE URBANA, SAMSUNG
726, 31/08/2019, 157, FERRAZ DE VASCONCELOS, ROUBO (ART. 157) - TRANSEUNTE, NULO
1361, 28/02/2021, 157, CAMPINAS, A.I.-ROUBO (ART. 157) - VEICULO, XIAOMI
947, 01/01/2020, 157, GUARUJA, ROUBO (ART. 157) - OUTROS, SAMSUNG
892, 01/01/2020, 157, ITATIBA, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
531, 31/01/2019, 155, BRAGANCA PAULISTA, FURTO (ART. 155) - OUTROS, MOTOROLA
782, 31/12/2019, 157, NULO, NULO, MOTOROLA
1062, 31/08/2020, 155, SOROCABA, FURTO QUALIFICADO (ART. 155) - OUTROS, SAMSUNG
577, 31/01/2019, 155, JUNDIAI, FURTO (ART. 155) - INTERIOR DE VEICULO, APPLE
1130, 23/06/2020, 155, PONTAL, FURTO QUALIFICADO (ART. 155) - TRANSEUNTE, SAMSUNG
1155, 11/05/2021, 155, EMBU-GUACU, FURTO (ART. 155) - TRANSEUNTE, NULO
819, 01/01/2020, 157, OSASCO, ROUBO (ART. 157) - INTERIOR DE VEICULO, MOTOROLA
541, 02/01/2019, 155, SERTAOZINHO, FURTO (ART. 155) - INTERIOR DE VEICULO, MOTOROLA
688, 09/01/2019, NULO, NULO, ROUBO (ART. 157) - INTERIOR DE VEICULO, MOTOROLA
1442, 25/02/2021, 157, ITANHAEM, ROUBO (ART. 157) - INTERIOR ESTABELECIMENTO, MOTOROLA
1074, 09/01/2020, 155, BAURU, FURTO (ART. 155) - OUTROS, MOTOROLA
712, 09/01/2019, 157, SANTA ISABEL, ROUBO (ART. 157) - TRANSEUNTE, NULO
1077, 09/01/2020, 155, HORTOLANDIA, FURTO (ART. 155) - TRANSEUNTE, SAMSUNG
777, 31/12/2019, 157, NULO, NULO, MOTOROLA
820, 01/01/2020, 157, UBATUBA, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
1102, 30/08/2020, 155, CARAGUATATUBA, FURTO (ART. 155) - TRANSEUNTE, MOTOROLA
1036, 09/01/2020, 155, SUMARE, FURTO (ART. 155) - INTERIOR TRANSPORTE COLETIVO, MOTOROLA
108, 30/11/2018, 155, ARACATUBA, NULO, SAMSUNG
585, 28/08/2019, 157, SOROCABA, ROUBO (ART. 157) - OUTROS, SAMSUNG
249, 30/04/2018, 157, SAO JOSE DOS CAMPOS, NULO, MOTOROLA
874, 31/12/2019, 157, SUZANO, ROUBO (ART. 157) - VEICULO, MICROSOFT
290, 05/01/2018, 157, GUARULHOS, NULO, LENOVO
1129, 09/01/2020, 155, SAO JOSE DOS CAMPOS, FURTO (ART. 155) - OUTROS, MOTOROLA
645, 31/08/2019, 157, MOGI DAS CRUZES, ROUBO (ART. 157) - OUTROS, APPLE
674, 31/08/2019, NULO, NULO, ROUBO (ART. 157) - OUTROS, MOTOROLA
242, 30/04/2018, NULO, NULO, NULO, NULO
699, 31/08/2019, NULO, NULO, ROUBO (ART. 157) - OUTROS, SAMSUNG
694, 30/08/2019, NULO, NULO, ROUBO (ART. 157) - TRANSEUNTE, ASUS
69, 30/11/2018, 155, NULO, NULO, APPLE
149, 12/01/2018, 155, EMBU DAS ARTES, FURTO (ART. 155) - ESTABELECIMENTO COMERCIAL, NULO
668, 31/08/2019, 157, DIADEMA, ROUBO (ART. 157) - OUTROS, MOTOROLA
568, 26/01/2019, 155, SAO BERNARDO DO CAMPO, FURTO (ART. 155) - OUTROS, SAMSUNG
833, 01/01/2020, NULO, NULO, NULO, NULO
68, 29/11/2018, 155, NULO, NULO, MOTOROLA
1360, 28/02/2021, 157, CAMPINAS, A.I.-ROUBO (ART. 157) - VEICULO, XIAOMI
622, 31/08/2019, 129, ARTUR NOGUEIRA, LESAO CORPORAL (ART. 129), NULO
996, 24/08/2020, 155, OSASCO, FURTO (ART. 155) - OUTROS, MOTOROLA
338, 30/04/2018, 157, SAO VICENTE, ROUBO (ART. 157) - TRANSEUNTE, ALCATEL
740, 31/08/2019, 157, SANTOS, ROUBO (ART. 157) - OUTROS, MOTOROLA
711, 31/08/2019, 157, DIADEMA, ROUBO (ART. 157) - OUTROS, NULO
653, 31/08/2019, 157, CAMPINAS, ROUBO (ART. 157) - OUTROS, MOTOROLA
49, 30/11/2018, 155, NULO, FURTO (ART. 155) - OUTROS, SAMSUNG
980, 29/08/2020, 155, CARAPICUIBA, FURTO (ART. 155) - OUTROS, MOTOROLA
514, 01/02/2019, 155, SAO MIGUEL ARCANJO, FURTO (ART. 155) - OUTROS, MOTOROLA
156, 30/11/2018, 155, FRANCA, FURTO (ART. 155) - TRANSEUNTE, NULO
64, 28/11/2018, 155, NULO, FURTO (ART. 155) - INTERIOR ESTABELECIMENTO, MOTOROLA
5, 28/11/2018, 155, RIBEIRAO PRETO, FURTO (ART. 155) - INTERIOR DE VEICULO, MOTOROLA
1509, 22/01/2021, 157, SAO JOSE DOS CAMPOS, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
657, 09/01/2019, 157, SUZANO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
1260, 30/11/2021, 155, SAO JOSE DOS CAMPOS, FURTO (ART. 155) - OUTROS, SAMSUNG
1456, 02/02/2021, 157, ITANHAEM, ROUBO (ART. 157) - OUTROS, MOTOROLA
244, 28/04/2018, 157, SAO SEBASTIAO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
837, 31/12/2019, NULO, NULO, NULO, NULO
1382, 28/02/2021, 157, ITUVERAVA, ROUBO (ART. 157) - VEICULO, MOTOROLA
360, 29/04/2018, 157, GUARULHOS, ROUBO (ART. 157) - INTERIOR DE VEICULO, SAMSUNG
250, 30/04/2018, 157, FERRAZ DE VASCONCELOS, NULO, SAMSUNG
678, 30/08/2019, NULO, NULO, ROUBO (ART. 157) - OUTROS, APPLE
320, 05/01/2018, 157, CARAPICUIBA, ROUBO (ART. 157) - OUTROS, MOTOROLA
1090, 29/08/2020, 147, MOGI MIRIM, AMEACA (ART. 147), NULO
45, 28/11/2018, 155, NULO, FURTO (ART. 155) - OUTROS, MOTOROLA
513, 31/01/2019, 155, RIOLANDIA, FURTO (ART. 155) - OUTROS, SAMSUNG
530, 19/01/2019, 155, GUARULHOS, FURTO (ART. 155) - RESIDENCIA, SAMSUNG
372, 30/04/2018, 157, PERUIBE, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
1094, 29/08/2020, 155, CAPAO BONITO, FURTO (ART. 155) - OUTROS, OUTROS
473, 31/01/2019, 155, SAO BERNARDO DO CAMPO, FURTO (ART. 155) - INTERIOR TRANSPORTE COLETIVO, MOTOROLA
458, 23/01/2019, 155, AMERICANA, FURTO (ART. 155) - TRANSEUNTE, MOTOROLA
1330, 12/01/2021, NULO, NULO, NULO, NOKIA
498, 31/01/2019, 155, CERQUILHO, FURTO QUALIFICADO (ART. 155) - ESTABELECIMENTO COMERCIAL, OUTROS
342, 30/04/2018, 157, RIBEIRAO PRETO, ROUBO (ART. 157) - TRANSEUNTE, LG
425, 30/01/2019, 155, ASSIS, FURTO QUALIFICADO (ART. 155) - RESIDENCIA, APPLE
66, 30/11/2018, 155, NULO, FURTO (ART. 155) - OUTROS, APPLE
866, 01/01/2020, 157, CARAGUATATUBA, ROUBO (ART. 157) - TRANSEUNTE, LG
902, 01/01/2020, 157, MONGAGUA, ROUBO (ART. 157) - VEICULO, APPLE
1348, 29/11/2021, 155, CAMPINAS, FURTO (ART. 155) - OUTROS, SAMSUNG
1063, 09/01/2020, 155, BIRIGUI, FURTO (ART. 155) - OUTROS, SAMSUNG
1327, 12/01/2021, NULO, NULO, NULO, MOTOROLA
1080, 29/08/2020, 155, TABOAO DA SERRA, FURTO (ART. 155) - INTERIOR ESTABELECIMENTO, NULO
1342, 28/11/2021, 155, RIBEIRAO PRETO, FURTO (ART. 155) - TRANSEUNTE, OUTROS
538, 25/12/2018, 155, RIBEIRAO PRETO, FURTO QUALIFICADO (ART. 155) - RESIDENCIA, APPLE
271, 30/04/2018, 157, SANTO ANDRE, NULO, LG
1214, 29/11/2021, 155, PRAIA GRANDE, FURTO (ART. 155) - OUTROS, MOTOROLA
1174, 29/11/2021, 155, BOITUVA, FURTO (ART. 155) - OUTROS, SAMSUNG
899, 31/12/2019, 157, GUARULHOS, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
565, 14/01/2019, 155, ITARARE, FURTO (ART. 155) - INTERIOR DE VEICULO, MOTOROLA
1137, 30/08/2020, 155, GUARUJA, FURTO (ART. 155) - OUTROS, MOTOROLA
1511, 28/02/2021, 157, MOGI DAS CRUZES, ROUBO (ART. 157) - VEICULO, APPLE
1093, 29/08/2020, 155, MOGI MIRIM, FURTO (ART. 155) - OUTROS, MOTOROLA
135, 30/11/2018, 155, AMERICANA, NULO, NULO
1401, 28/02/2021, 157, SUZANO, ROUBO (ART. 157) - OUTROS, SAMSUNG
683, 09/01/2019, NULO, NULO, ROUBO (ART. 157) - OUTROS, LG
832, 31/12/2019, NULO, NULO, NULO, NULO
1325, 12/01/2021, NULO, NULO, NULO, XIAOMI
34, 30/11/2018, 155, CAMPINAS, FURTO (ART. 155) - OUTROS, SAMSUNG
856, 01/01/2020, 157, MONGAGUA, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
1131, 21/08/2020, 155, SOROCABA, FURTO (ART. 155) - OUTROS, SAMSUNG
392, 24/01/2019, 155, SUZANO, FURTO QUALIFICADO (ART. 155) - INTERIOR DE VEICULO, MOTOROLA
373, 30/04/2018, 157, PIRACICABA, ROUBO (ART. 157) - VEICULO, SAMSUNG
801, 31/12/2019, 157, TAUBATE, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
143, 12/01/2018, 155, REGISTRO, FURTO (ART. 155) - TRANSEUNTE, NULO
523, 31/01/2019, 155, JAGUARIUNA, FURTO (ART. 155) - OUTROS, ALCATEL
791, 31/12/2019, 157, GUARUJA, ROUBO (ART. 157) - TRANSEUNTE, OUTROS
1067, 30/08/2020, 155, UBATUBA, FURTO (ART. 155) - OUTROS, MOTOROLA
400, 31/01/2019, 155, OSASCO, FURTO (ART. 155) - OUTROS, MOTOROLA
906, 01/01/2020, 157, ITANHAEM, ROUBO (ART. 157) - OUTROS, SAMSUNG
1432, 28/02/2020, 157, TABOAO DA SERRA, ROUBO (ART. 157) - OUTROS, SAMSUNG
624, 31/08/2019, 157, SANTO ANDRE, ROUBO (ART. 157) - OUTROS, LG
1053, 09/01/2020, 155, PEDREIRA, FURTO (ART. 155) - OUTROS, SAMSUNG
672, 09/01/2019, NULO, NULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
201, 30/04/2018, NULO, OSASCO, ROUBO (ART. 157) - OUTROS, SAMSUNG
1328, 27/11/2021, NULO, NULO, NULO, SAMSUNG
1267, 30/11/2021, 155, ITAQUAQUECETUBA, FURTO (ART. 155) - OUTROS, MOTOROLA
786, 31/12/2019, 157, NULO, NULO, MOTOROLA
357, 30/04/2018, 157, ARACARIGUAMA, ROUBO (ART. 157) - VEICULO, SAMSUNG
623, 31/08/2019, 157, ARTUR NOGUEIRA, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
1283, 30/11/2021, 155, CAMPINAS, FURTO (ART. 155) - OUTROS, MOTOROLA
267, 30/04/2018, 157, TABOAO DA SERRA, NULO, APPLE
292, 05/01/2018, 157, DIADEMA, NULO, SAMSUNG
1445, 03/01/2021, 157, FERRAZ DE VASCONCELOS, ROUBO (ART. 157) - OUTROS, ASUS
354, 30/04/2018, 157, ARACARIGUAMA, ROUBO (ART. 157) - CARGA, SAMSUNG
359, 29/04/2018, 157, TAUBATE, ROUBO (ART. 157) - ESTABELECIMENTO COMERCIAL, SAMSUNG
434, 31/01/2019, 155, OSASCO, FURTO (ART. 155) - OUTROS, MOTOROLA
752, 31/08/2019, 157, CARAPICUIBA, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
14, 30/11/2018, 157, PIRAJUI, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
1508, 26/02/2021, 157, SAO JOSE DOS CAMPOS, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
380, 31/01/2019, 155, SAO JOSE DO RIO PRETO, FURTO QUALIFICADO (ART. 155) - INTERIOR DE VEICULO, SAMSUNG
268, 30/04/2018, 157, OSASCO, NULO, SANSUMG
1290, 30/11/2021, 155, ARUJA, FURTO (ART. 155) - OUTROS, ALCATEL
1350, 30/11/2021, 155, DESCALVADO, FURTO (ART. 155) - OUTROS, MOTOROLA
543, 02/01/2019, 155, BARRINHA, FURTO (ART. 155) - RESIDENCIA, SAMSUNG
1123, 31/08/2020, 155, NIPOA, FURTO (ART. 155) - OUTROS, SAMSUNG
849, 01/01/2020, 157, CARAGUATATUBA, ROUBO (ART. 157) - TRANSEUNTE, APPLE
567, 26/01/2019, 155, ILHABELA, FURTO (ART. 155) - OUTROS, SAMSUNG
1150, 31/08/2020, 155, BARUERI, FURTO (ART. 155) - INTERIOR ESTABELECIMENTO, SAMSUNG
1340, 30/11/2021, NULO, NULO, NULO, SAMSUNG
1315, 30/11/2021, NULO, NULO, NULO, OUTROS
1181, 09/01/2021, 155, SAO BERNARDO DO CAMPO, FURTO (ART. 155) - OUTROS, MOTOROLA
78, 29/11/2018, 155, NULO, NULO, MOTOROLA
928, 01/01/2020, 157, PERUIBE, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
613, 31/07/2019, 157, CARAPICUIBA, ROUBO (ART. 157) - OUTROS, MOTOROLA
920, 01/01/2020, 157, BOITUVA, ROUBO (ART. 157) - VEICULO, LG
808, 01/01/2020, 157, CARAPICUIBA, ROUBO (ART. 157) - VEICULO, MOTOROLA
341, 05/01/2018, 157, SOROCABA, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
1423, 03/01/2021, 157, SAO BERNARDO DO CAMPO, ROUBO (ART. 157) - OUTROS, OUTROS
830, 01/01/2020, NULO, NULO, NULO, NULO
917, 01/01/2020, 157, CARAGUATATUBA, ROUBO (ART. 157) - OUTROS, SAMSUNG
764, 09/01/2019, 157, GUARULHOS, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
47, 15/11/2018, 155, NULO, FURTO (ART. 155) - OUTROS, APPLE
878, 01/01/2020, 157, SAO VICENTE, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
1146, 09/01/2020, 155, SAO BERNARDO DO CAMPO, FURTO (ART. 155) - OUTROS, LG
1391, 28/02/2021, 157, RESTINGA, ROUBO (ART. 157) - VEICULO, ALCATEL
1145, 31/08/2020, 155, CAMPINAS, FURTO (ART. 155) - OUTROS, APPLE
799, 31/12/2019, 157, OSASCO, ROUBO (ART. 157) - OUTROS, MOTOROLA
63, 30/11/2018, 155, NULO, FURTO (ART. 155) - OUTROS, MOTOROLA
1147, 31/08/2020, 155, BARUERI, FURTO (ART. 155) - INTERIOR ESTABELECIMENTO, ASUS
1183, 30/11/2021, 155, GUARULHOS, FURTO (ART. 155) - OUTROS, APPLE
1407, 28/02/2021, 157, DIADEMA, ROUBO (ART. 157) - VEICULO, SAMSUNG
767, 31/08/2019, 157, TABOAO DA SERRA, ROUBO (ART. 157) - OUTROS, MOTOROLA
2, 30/11/2018, 155, MARILIA, FURTO (ART. 155) - OUTROS, APPLE
836, 01/01/2020, NULO, NULO, NULO, NULO
55, 30/11/2018, 155, NULO, FURTO (ART. 155) - TRANSEUNTE, MOTOROLA
887, 01/01/2020, 157, ITAQUAQUECETUBA, ROUBO (ART. 157) - VEICULO, MOTOROLA
146, 30/11/2018, 155, SANTOS, FURTO (ART. 155) - OUTROS, NULO
